aggregator_type,best_model_path,dropout,feat_name,gpu,lr,model_path_dir,n_epochs,n_hidden,n_layers,shuffle,weight_decay,loss,acc
mean,Graph_ckpt/best_model_20211108-13-42,0.5,feat-all4,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.76698213,0.514617637
pool,Graph_ckpt/best_model_20211106-22-33,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,58.62106685,0.514473621
pool,Graph_ckpt/best_model_20211108-16-44,0.5,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,9.979159504,0.514329605
gcn,Graph_ckpt/best_model_0_20211107-02-20,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69375666,0.514185589
pool,Graph_ckpt/best_model_20211110-20-12,0.5,feat-all5,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,1.086670682,0.514137583
gcn,Graph_ckpt/best_model_0_20211104-17-04,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.701851635,0.514089578
gcn,Graph_ckpt/best_model_0_20211107-08-52,0.2,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.692573426,0.514089578
gcn,Graph_ckpt/best_model_20211104-20-58,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.92728839,0.514089578
lstm,Graph_ckpt/best_model_20211109-19-28,0.2,feat-all2,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.724340487,0.513993567
lstm,Graph_ckpt/best_model_0_20211105-15-01,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.69419632,0.51375354
lstm,Graph_ckpt/best_model_20211105-00-05,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.694239886,0.51375354
pool,Graph_ckpt/best_model_20211107-20-23,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.698235884,0.513705535
gcn,Graph_ckpt/best_model_0_20211105-05-36,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.738947883,0.513609524
gcn,Graph_ckpt/best_model_20211110-09-04,0.5,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.305913263,0.513609524
pool,Graph_ckpt/best_model_20211104-09-32,0.5,feat-all4,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,2.12326187,0.513561519
mean,Graph_ckpt/best_model_20211109-05-17,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.892535471,0.513561519
gcn,Graph_ckpt/best_model_0_20211107-16-01,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69447272,0.513513514
lstm,Graph_ckpt/best_model_0_20211106-04-17,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.704050717,0.513465508
lstm,Graph_ckpt/best_model_20211107-23-40,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.703979341,0.513273487
lstm,Graph_ckpt/best_model_20211103-19-32,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.715540487,0.513129471
lstm,Graph_ckpt/best_model_0_20211106-20-41,0.7,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.699174483,0.513081465
pool,Graph_ckpt/best_model_0_20211108-12-28,0.5,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,8.27940856,0.512985454
gcn,Graph_ckpt/best_model_0_20211105-18-44,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.747300151,0.512937449
gcn,Graph_ckpt/best_model_20211109-14-24,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.745676682,0.512937449
gcn,Graph_ckpt/best_model_0_20211105-21-17,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,1.920386658,0.512889444
mean,Graph_ckpt/best_model_0_20211110-18-25,0.7,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,1.196265787,0.512745427
pool,Graph_ckpt/best_model_20211106-17-32,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,146.2320634,0.512697422
mean,Graph_ckpt/best_model_20211108-00-51,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693143358,0.512697422
lstm,Graph_ckpt/best_model_0_20211106-08-49,0.5,feat-all4,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1.04688508,0.512649417
mean,Graph_ckpt/best_model_20211110-05-37,0.2,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.040187271,0.512649417
pool,Graph_ckpt/best_model_0_20211105-11-51,0.2,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,57.15126469,0.512601411
pool,Graph_ckpt/best_model_20211111-02-47,0.7,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,1.305817848,0.512601411
pool,Graph_ckpt/best_model_0_20211104-10-01,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,2.573695857,0.512553406
mean,Graph_ckpt/best_model_0_20211108-18-59,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,7.106209317,0.512505401
lstm,Graph_ckpt/best_model_20211104-19-27,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.697531621,0.51240939
lstm,Graph_ckpt/best_model_20211108-17-46,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.692960607,0.51240939
gcn,Graph_ckpt/best_model_0_20211109-00-44,0.7,feat-all4,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.897885805,0.512313379
gcn,Graph_ckpt/best_model_20211108-07-13,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.746448045,0.512313379
mean,Graph_ckpt/best_model_0_20211107-01-21,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694208863,0.512265374
gcn,Graph_ckpt/best_model_20211106-10-34,0.5,feat-all5,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.725919923,0.512265374
pool,Graph_ckpt/best_model_0_20211106-14-54,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,10.94819493,0.512217368
gcn,Graph_ckpt/best_model_0_20211105-16-56,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69407469,0.512169363
pool,Graph_ckpt/best_model_0_20211108-05-32,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.801388587,0.512169363
gcn,Graph_ckpt/best_model_0_20211109-23-39,0.2,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.692806032,0.512169363
gcn,Graph_ckpt/best_model_20211111-05-50,0.7,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.819239938,0.512169363
mean,Graph_ckpt/best_model_20211104-13-03,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.920630393,0.512121358
lstm,Graph_ckpt/best_model_20211110-00-19,0.2,feat-all4,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.70539104,0.511929336
lstm,Graph_ckpt/best_model_20211103-10-58,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.693091528,0.511881331
lstm,Graph_ckpt/best_model_0_20211105-04-09,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.699180208,0.511833325
pool,Graph_ckpt/best_model_20211104-05-17,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,1.010696727,0.511689309
pool,Graph_ckpt/best_model_20211106-22-55,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.985379342,0.511641304
mean,Graph_ckpt/best_model_0_20211108-21-55,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.7047301,0.511497288
lstm,Graph_ckpt/best_model_0_20211107-01-32,0.7,feat-all4,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.694255639,0.511401277
mean,Graph_ckpt/best_model_0_20211107-12-02,0.2,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.780397665,0.511401277
mean,Graph_ckpt/best_model_0_20211107-19-36,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.692209013,0.511401277
mean,Graph_ckpt/best_model_0_20211108-04-54,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,2.093536521,0.511401277
pool,Graph_ckpt/best_model_20211110-13-28,0.5,feat-all2,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.696284483,0.511401277
lstm,Graph_ckpt/best_model_0_20211105-06-20,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693425861,0.511353272
pool,Graph_ckpt/best_model_20211103-16-17,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,26.73733952,0.511305266
mean,Graph_ckpt/best_model_0_20211107-03-35,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69382572,0.511065239
mean,Graph_ckpt/best_model_0_20211109-15-54,0.2,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,2.399581109,0.511017234
lstm,Graph_ckpt/best_model_20211109-09-12,0.7,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.968210498,0.511017234
pool,Graph_ckpt/best_model_20211107-02-58,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,4.809787018,0.510969229
pool,Graph_ckpt/best_model_20211108-06-31,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,101.1613953,0.510921223
gcn,Graph_ckpt/best_model_20211103-12-56,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.80197075,0.510873218
gcn,Graph_ckpt/best_model_0_20211106-05-48,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.694010241,0.510873218
gcn,Graph_ckpt/best_model_0_20211107-18-25,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.694008697,0.510873218
pool,Graph_ckpt/best_model_0_20211106-17-06,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,70.99101067,0.510729202
gcn,Graph_ckpt/best_model_0_20211104-12-18,0.5,feat-all5,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.772722591,0.510681196
gcn,Graph_ckpt/best_model_0_20211108-01-13,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.715616012,0.510681196
mean,Graph_ckpt/best_model_0_20211104-11-22,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,8.330189029,0.51053718
lstm,Graph_ckpt/best_model_20211106-06-04,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693053526,0.510441169
gcn,Graph_ckpt/best_model_0_20211106-08-03,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.834124562,0.510393164
gcn,Graph_ckpt/best_model_0_20211108-20-22,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.757346644,0.510393164
gcn,Graph_ckpt/best_model_0_20211110-01-26,0.5,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.725919049,0.510345159
pool,Graph_ckpt/best_model_20211107-15-08,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.692379074,0.510297153
pool,Graph_ckpt/best_model_20211104-05-32,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.813564663,0.510249148
gcn,Graph_ckpt/best_model_20211107-07-59,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.694881964,0.510249148
lstm,Graph_ckpt/best_model_20211110-02-45,0.2,feat-all5,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.697884159,0.510249148
pool,Graph_ckpt/best_model_20211103-22-29,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.743650943,0.510153137
mean,Graph_ckpt/best_model_0_20211106-14-05,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,2.030665042,0.510153137
lstm,Graph_ckpt/best_model_20211110-07-03,0.2,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.871423455,0.510153137
lstm,Graph_ckpt/best_model_20211106-16-03,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.696104242,0.510105132
gcn,Graph_ckpt/best_model_20211105-22-27,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.841708873,0.510057126
lstm,Graph_ckpt/best_model_20211109-22-08,0.2,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.692255301,0.5098171
lstm,Graph_ckpt/best_model_20211103-13-30,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.694425028,0.509769094
gcn,Graph_ckpt/best_model_20211105-20-12,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.722789002,0.509769094
gcn,Graph_ckpt/best_model_20211103-19-02,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.731230691,0.509721089
mean,Graph_ckpt/best_model_0_20211105-06-46,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,104.2144631,0.509721089
mean,Graph_ckpt/best_model_20211110-15-01,0.5,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,8.346921444,0.509721089
lstm,Graph_ckpt/best_model_20211106-21-37,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.692919982,0.509673083
lstm,Graph_ckpt/best_model_0_20211107-13-57,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693885626,0.509625078
pool,Graph_ckpt/best_model_20211105-00-53,0.7,feat-all4,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,132.9974861,0.509577073
lstm,Graph_ckpt/best_model_20211103-21-26,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,6.332834041,0.509529067
mean,Graph_ckpt/best_model_20211106-17-05,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.694079112,0.509529067
lstm,Graph_ckpt/best_model_0_20211109-13-07,0.2,feat-all2,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.078361415,0.509385051
mean,Graph_ckpt/best_model_0_20211107-12-28,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.708245662,0.509337046
gcn,Graph_ckpt/best_model_20211106-13-12,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.742292281,0.509337046
lstm,Graph_ckpt/best_model_20211107-01-17,0.7,feat-all4,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.723524697,0.509241035
pool,Graph_ckpt/best_model_20211109-00-29,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,111.2392426,0.509241035
mean,Graph_ckpt/best_model_0_20211105-00-18,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.693091447,0.50919303
mean,Graph_ckpt/best_model_20211105-16-49,0.2,feat-all4,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.992552391,0.50919303
lstm,Graph_ckpt/best_model_0_20211108-02-02,0.5,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.692983237,0.509145024
lstm,Graph_ckpt/best_model_0_20211106-18-27,0.7,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.705827229,0.509097019
gcn,Graph_ckpt/best_model_0_20211105-20-57,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,2.049084807,0.509001008
lstm,Graph_ckpt/best_model_20211104-21-21,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.703802418,0.509001008
lstm,Graph_ckpt/best_model_20211103-13-14,0.2,feat-all2,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.696594972,0.508953003
lstm,Graph_ckpt/best_model_20211104-01-46,0.5,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.695318433,0.508953003
gcn,Graph_ckpt/best_model_20211104-04-04,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.758080869,0.508953003
lstm,Graph_ckpt/best_model_20211110-16-23,0.5,feat-all4,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.703589345,0.508760981
gcn,Graph_ckpt/best_model_0_20211106-06-15,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693746424,0.508712976
pool,Graph_ckpt/best_model_20211104-09-13,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,36.09063039,0.508616965
gcn,Graph_ckpt/best_model_20211108-02-07,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.691755381,0.508616965
pool,Graph_ckpt/best_model_20211107-01-08,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,6.698403696,0.50856896
pool,Graph_ckpt/best_model_20211105-12-44,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69367553,0.508520954
lstm,Graph_ckpt/best_model_20211105-13-23,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693183949,0.508472949
pool,Graph_ckpt/best_model_20211110-15-21,0.5,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.692668956,0.508472949
pool,Graph_ckpt/best_model_20211103-18-55,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.766798972,0.508424944
mean,Graph_ckpt/best_model_0_20211108-02-35,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,18.24082574,0.508376938
lstm,Graph_ckpt/best_model_20211103-11-16,0.2,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,2.013873638,0.508328933
lstm,Graph_ckpt/best_model_20211109-09-44,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693142588,0.508280927
lstm,Graph_ckpt/best_model_0_20211104-23-52,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693706765,0.508232922
mean,Graph_ckpt/best_model_20211110-19-32,0.5,feat-all5,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.305338984,0.508232922
gcn,Graph_ckpt/best_model_0_20211104-06-22,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.742227986,0.508136911
pool,Graph_ckpt/best_model_0_20211109-05-06,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.73885576,0.508088906
lstm,Graph_ckpt/best_model_0_20211110-02-20,0.5,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.822500909,0.508088906
lstm,Graph_ckpt/best_model_20211105-06-25,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.725943052,0.508088906
lstm,Graph_ckpt/best_model_20211105-15-49,0.2,feat-all4,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.890520336,0.508040901
pool,Graph_ckpt/best_model_0_20211110-01-04,0.2,feat-all7,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.694373632,0.50794489
lstm,Graph_ckpt/best_model_20211106-13-35,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.726425221,0.50794489
mean,Graph_ckpt/best_model_20211103-11-42,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.692762827,0.507896884
lstm,Graph_ckpt/best_model_20211110-04-41,0.2,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.697559172,0.507896884
mean,Graph_ckpt/best_model_20211103-13-41,0.2,feat-all2,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.987250132,0.507848879
pool,Graph_ckpt/best_model_0_20211109-22-58,0.2,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.489754746,0.507800874
pool,Graph_ckpt/best_model_20211105-10-01,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,333.3773045,0.507656858
gcn,Graph_ckpt/best_model_0_20211107-10-50,0.2,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.754412596,0.507608852
lstm,Graph_ckpt/best_model_20211105-11-07,0.2,feat-all2,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.871866311,0.507608852
lstm,Graph_ckpt/best_model_20211105-18-09,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.200083236,0.507608852
gcn,Graph_ckpt/best_model_20211108-22-44,0.7,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.761852191,0.507512841
lstm,Graph_ckpt/best_model_0_20211105-21-38,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.916371327,0.507464836
lstm,Graph_ckpt/best_model_20211109-11-52,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.697318826,0.507464836
gcn,Graph_ckpt/best_model_20211103-21-25,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,12.67067183,0.507416831
lstm,Graph_ckpt/best_model_20211103-15-13,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,2.570769838,0.50732082
lstm,Graph_ckpt/best_model_20211103-17-12,0.2,feat-all4,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.704276162,0.50732082
mean,Graph_ckpt/best_model_0_20211106-02-58,0.5,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.692875145,0.507272815
mean,Graph_ckpt/best_model_20211109-13-03,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693412728,0.507272815
mean,Graph_ckpt/best_model_0_20211104-15-32,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.728761784,0.507176804
lstm,Graph_ckpt/best_model_20211109-17-13,0.2,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.704552993,0.507176804
mean,Graph_ckpt/best_model_20211108-16-21,0.5,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.015243888,0.507128798
lstm,Graph_ckpt/best_model_0_20211104-17-26,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.694820652,0.507080793
gcn,Graph_ckpt/best_model_20211108-09-46,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.694273777,0.507080793
pool,Graph_ckpt/best_model_0_20211105-14-00,0.2,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,2.148127973,0.507032788
pool,Graph_ckpt/best_model_0_20211107-08-13,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,8.949608797,0.507032788
pool,Graph_ckpt/best_model_0_20211110-14-44,0.5,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,13.6683192,0.506984782
lstm,Graph_ckpt/best_model_0_20211111-04-57,0.7,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.061045048,0.506936777
lstm,Graph_ckpt/best_model_20211110-14-07,0.5,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.706251863,0.506888772
lstm,Graph_ckpt/best_model_20211106-08-32,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.698891819,0.506840766
lstm,Graph_ckpt/best_model_0_20211106-13-34,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.774969919,0.506792761
lstm,Graph_ckpt/best_model_0_20211107-16-20,0.2,feat-all4,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.696286836,0.506792761
gcn,Graph_ckpt/best_model_0_20211104-14-38,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.699381676,0.506648745
pool,Graph_ckpt/best_model_20211108-03-53,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1089.537616,0.506648745
lstm,Graph_ckpt/best_model_20211108-15-03,0.5,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.764438811,0.506648745
lstm,Graph_ckpt/best_model_20211104-12-13,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.800128615,0.506600739
mean,Graph_ckpt/best_model_0_20211109-22-19,0.2,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,29.86969035,0.506552734
gcn,Graph_ckpt/best_model_20211103-14-52,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,2.42141796,0.506552734
pool,Graph_ckpt/best_model_20211107-07-20,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,8.382481002,0.506504729
mean,Graph_ckpt/best_model_20211103-16-02,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.692809057,0.506456723
lstm,Graph_ckpt/best_model_20211111-04-25,0.7,feat-all2,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.709881006,0.506456723
gcn,Graph_ckpt/best_model_0_20211110-06-32,0.5,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.697135943,0.506408718
lstm,Graph_ckpt/best_model_20211109-21-41,0.2,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,3.92438925,0.506408718
mean,Graph_ckpt/best_model_20211105-12-07,0.2,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1.454494123,0.506264702
gcn,Graph_ckpt/best_model_20211103-14-36,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,2.869211666,0.506216696
lstm,Graph_ckpt/best_model_20211110-23-19,0.5,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.737038249,0.506168691
lstm,Graph_ckpt/best_model_20211109-07-18,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693392948,0.506120686
mean,Graph_ckpt/best_model_0_20211106-05-10,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.695635092,0.50607268
